university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
King Fahd University of Petroleum & Minerals,2017,189,48.3,https://www.topuniversities.com/universities/king-fahd-university-petroleum-minerals,Saudi Arabia,Dhahran,Asia,https://www.topuniversities.com/sites/default/files/king-fahd-university-of-petroleum-minerals_779_small.jpg,Public,Very High,7,782.00,M,1103.00
Radboud University ,2017,190,48.2,https://www.topuniversities.com/universities/radboud-university,Netherlands,Nijmegen,Europe,https://www.topuniversities.com/sites/default/files/radboud-university_452_small.jpg,Public,Very High,11,2781.00,L,2074.00
Universidade Estadual de Campinas (Unicamp),2017,191,48,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp,Brazil,Campinas,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg,Public,Very High,15,944.00,L,1875.00
University of Cape Town,2017,191,48,https://www.topuniversities.com/universities/university-cape-town,South Africa,Cape Town,Africa,https://www.topuniversities.com/sites/default/files/uct-graduate-school-of-business_592560cf2aeae70239af4ae5_small.jpg,Public,Very High,14,3204.00,L,1503.00
University of Technology Sydney,2017,193,47.8,https://www.topuniversities.com/universities/university-technology-sydney,Australia,Haymarket,Oceania,https://www.topuniversities.com/sites/default/files/university-of-technology-sydney_592560cf2aeae70239af4ccf_small.jpg,Public,Very High,16,8653.00,L,2183.00
Queen's University Belfast,2017,195,47.5,https://www.topuniversities.com/universities/queens-university-belfast,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/queens-university-belfast_592560cf2aeae70239af4c86_small.jpg,Public,Very High,10,7397.00,L,1951.00
Stockholm University,2017,196,47.2,https://www.topuniversities.com/universities/stockholm-university,Sweden,Stockholm,Europe,https://www.topuniversities.com/sites/default/files/stockholm-university_577_small.jpg,Public,Very High,12,7567.00,L,2325.00
University of Calgary,2017,196,47.2,https://www.topuniversities.com/universities/university-calgary,Canada,Calgary,North America,https://www.topuniversities.com/sites/default/files/university-of-calgary_592560cf2aeae70239af4ad5_small.jpg,Public,Very High,12,6791.00,XL,2668.00
Western University,2017,198,47.1,https://www.topuniversities.com/universities/western-university,Canada,London,North America,https://www.topuniversities.com/sites/default/files/the-university-of-western-ontario_674_small.jpg,Public,Very High,22,6314.00,L,1311.00
Vrije Universiteit Amsterdam,2017,199,46.8,https://www.topuniversities.com/universities/vrije-universiteit-amsterdam,Netherlands,Amsterdam,Europe,https://www.topuniversities.com/sites/default/files/vrije-universiteit-amsterdam_658_small.jpg,Public,Very High,10,4059.00,L,2598.00
Universidad de Chile,2017,200,46.7,https://www.topuniversities.com/universities/universidad-de-chile,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-chile_121_small.jpg,Public,Very High,15,1697.00,XL,2412.00
Waseda University,2017,201,46.5,https://www.topuniversities.com/universities/waseda-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/waseda-university_592560cf2aeae70239af4d1c_small.jpg,Private,Very High,11,7209.00,XL,3833.00
Case Western Reserve University,2017,202,46.4,https://www.topuniversities.com/universities/case-western-reserve-university,United States of America,Cleveland,North America,https://www.topuniversities.com/sites/default/files/case-western-reserve-university_102_small.jpg,Private,Very High,7,2864.00,M,1639.00
Universitat AutÃ²noma de Barcelona,2017,203,46.3,https://www.topuniversities.com/universities/universitat-autonoma-de-barcelona,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/universitat-autnoma-de-barcelona_592560cf2aeae70239af4ab0_small.jpg,Public,Very High,15,4069.00,XL,2132.00
Vanderbilt University,2017,203,46.3,https://www.topuniversities.com/universities/vanderbilt-university,United States of America,Nashville,North America,https://www.topuniversities.com/sites/default/files/vanderbilt-university_649_small.jpg,Private,Very High,3,2022.00,L,4473.00
University of Notre Dame,2017,203,46.3,https://www.topuniversities.com/universities/university-notre-dame,United States of America,Notre Dame,North America,https://www.topuniversities.com/sites/default/files/university-of-notre-dame_458_small.jpg,Private,Very High,8,1484.00,L,1545.00
UniversitÃ© Grenoble Alpes,2017,206,46.1,https://www.topuniversities.com/universities/universite-grenoble-alpes,France,Grenoble,Europe,https://www.topuniversities.com/sites/default/files/universit-grenoble-alpes_592560cf2aeae70239af5ab2_small.jpg,Public,Very High,17,8880.00,XL,3088.00
TecnolÃ³gico de Monterrey,2017,206,46.1,https://www.topuniversities.com/universities/tecnologico-de-monterrey,Mexico,Monterrey,Latin America,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-y-de-estudios-superiores-de-monterrey_592560cf2aeae70239af4cd6_small.jpg,Private,High,8,3514.00,XL,5894.00
Alma Mater Studiorum - University of Bologna,2017,208,46,https://www.topuniversities.com/universities/alma-mater-studiorum-university-bologna,Italy,Bologna,Europe,https://www.topuniversities.com/sites/default/files/alma-mater-studiorum-university-of-bologna_592560cf2aeae70239af4ac0_small.jpg,Public,Very High,24,5536.00,XL,2885.00
University of Antwerp,2017,209,45.8,https://www.topuniversities.com/universities/university-antwerp,Belgium,Antwerp,Europe,https://www.topuniversities.com/sites/default/files/university-of-antwerp_21_small.jpg,Public,Very High,9,2688.00,L,1704.00
Universidad AutÃ³noma de Madrid,2017,210,45.7,https://www.topuniversities.com/universities/universidad-autonoma-de-madrid,Spain,Madrid,Europe,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-madrid_379_small.jpg,Public,Very High,10,2470.00,L,2869.00
Technische UniversitÃ¤t Dresden,2017,210,45.7,https://www.topuniversities.com/universities/technische-universitat-dresden,Germany,Dresden,Europe,https://www.topuniversities.com/sites/default/files/technische-universitt-dresden_598_small.jpg,Public,Very High,7,5167.00,XL,4636.00
Tel Aviv University,2017,212,45.6,https://www.topuniversities.com/universities/tel-aviv-university,Israel,Tel Aviv,Asia,https://www.topuniversities.com/sites/default/files/tel-aviv-university_592560cf2aeae70239af4cde_small.jpg,Public,Very High,22,1294.00,L,1048.00
Technion - Israel Institute of Technology,2017,213,45.5,https://www.topuniversities.com/universities/technion-israel-institute-technology,Israel,Haifa,Asia,https://www.topuniversities.com/sites/default/files/technion-israel-institute-of-technology_600_small.jpg,Public,Very High,8,526.00,L,1.62
University of Canterbury,2017,214,40,https://www.topuniversities.com/universities/university-canterbury,New Zealand,Christchurch,Oceania,https://www.topuniversities.com/sites/default/files/university-of-canterbury_97_small.jpg,Public,Very High,17,2816.00,L,
Georgetown University,2017,214,45.4,https://www.topuniversities.com/universities/georgetown-university,United States of America,Washington D.C.,North America,https://www.topuniversities.com/sites/default/files/georgetown-university_224_small.jpg,Private,Very High,8,3286.00,L,2009.00
Keio University,2017,216,45.1,https://www.topuniversities.com/universities/keio-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/keio-university_592560cf2aeae70239af4bbe_small.jpg,Private,Very High,8,3101.00,XL,4028.00
Universite libre de Bruxelles,2017,216,45.1,https://www.topuniversities.com/universities/universite-libre-de-bruxelles,Belgium,Brussels,Europe,https://www.topuniversities.com/sites/default/files/universite-libre-de-bruxelles_75_small.jpg,Public,Very High,23,8073.00,L,1101.00
University of Wollongong,2017,218,44.7,https://www.topuniversities.com/universities/university-wollongong,Australia,Wollongong,Oceania,https://www.topuniversities.com/sites/default/files/university-of-wollongong_680_small.jpg,Public,Very High,13,4779.00,L,1410.00
Indian Institute of Technology Bombay (IITB),2017,219,44.6,https://www.topuniversities.com/universities/indian-institute-technology-bombay-iitb,India,Mumbai,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-bombay-iitb_281_small.jpg,Public,Very High,11,116.00,M,1015.00
Sciences Po ,2017,220,38.1,https://www.topuniversities.com/universities/sciences-po,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/sciences-po-_592560cf2aeae70239af4c64_small.jpg,Public,Very High,6,4841.00,M,1808.00
UniversitÃ© Paris-Sorbonne (Paris IV),2017,221,37.9,https://www.topuniversities.com/universities/universite-paris-sorbonne-paris-iv,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/universit-paris-sorbonne-paris-iv_484_small.jpg,Public,Very High,9,8782.00,XL,4680.00
Arizona State University,2017,222,44.2,https://www.topuniversities.com/universities/arizona-state-university,United States of America,Phoenix,North America,https://www.topuniversities.com/sites/default/files/arizona-state-university_592560cf2aeae70239af4a9c_small.jpg,Public,Very High,17,8430.00,XL,2869.00
Sapienza University of Rome,2017,223,44,https://www.topuniversities.com/universities/sapienza-university-rome,Italy,Rome,Europe,https://www.topuniversities.com/sites/default/files/sapienza-university-of-rome_592560cf2aeae70239af4c97_small.jpg,Public,Very High,23,5960.00,XL,3287.00
Queen's University at Kingston,2017,223,44,https://www.topuniversities.com/universities/queens-university-kingston,Canada,Kingston,North America,https://www.topuniversities.com/sites/default/files/queens-university-at-kingston_513_small.jpg,Public,Very High,19,3858.00,L,1287.00
University of Tsukuba,2017,225,43.8,https://www.topuniversities.com/universities/university-tsukuba,Japan,Tsukuba City,Asia,https://www.topuniversities.com/sites/default/files/university-of-tsukuba_592560cf2aeae70239af4cf7_small.jpg,Public,Very High,8,2358.00,L,2073.00
Simon Fraser University,2017,226,43.6,https://www.topuniversities.com/universities/simon-fraser-university,Canada,Burnaby,North America,https://www.topuniversities.com/sites/default/files/simon-fraser-university_562_small.jpg,Public,Very High,21,8051.00,L,1193.00
King Saud University,2017,227,43.4,https://www.topuniversities.com/universities/king-saud-university,Saudi Arabia,Riyadh,Asia,https://www.topuniversities.com/sites/default/files/king-saud-university_1175_small.jpg,Public,Very High,9,3896.00,XL,4216.00
UniversitÃ© Paris 1 PanthÃ©on-Sorbonne,2017,228,43.3,https://www.topuniversities.com/universities/universite-paris-1-pantheon-sorbonne,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/universit-paris-1-panthon-sorbonne_482_small.jpg,Public,Very High,21,7257.00,XL,1679.00
Victoria University of Wellington,2017,228,43.3,https://www.topuniversities.com/universities/victoria-university-wellington,New Zealand,"Kelburn, Wellington",Oceania,https://www.topuniversities.com/sites/default/files/victoria-university-of-wellington_592560cf2aeae70239af4d0f_small.jpg,Public,Very High,16,3668.00,L,1124.00
American University of Beirut (AUB),2017,228,43.3,https://www.topuniversities.com/universities/american-university-beirut-aub,Lebanon,Beirut ,Asia,https://www.topuniversities.com/sites/default/files/american-university-of-beirut-aub_780_small.jpg,Private,Very High,8,1724.00,M,964.00
Rheinische Friedrich-Wilhelms-UniversitÃ¤t Bonn,2017,231,43,https://www.topuniversities.com/universities/rheinische-friedrich-wilhelms-universitat-bonn,Germany,Bonn,Europe,https://www.topuniversities.com/sites/default/files/rheinische-friedrich-wilhelms-universitt-bonn_592560cf2aeae70239af4ac1_small.jpg,Public,Very High,5,3276.00,L,4207.00
UniversitÃ¤t Hamburg,2017,232,42.9,https://www.topuniversities.com/universities/universitat-hamburg,Germany,Hamburg,Europe,https://www.topuniversities.com/sites/default/files/universitt-hamburg_592560cf2aeae70239af4b79_small.jpg,Public,Very High,14,3626.00,L,2032.00
The University of Arizona,2017,233,42.8,https://www.topuniversities.com/universities/university-arizona,United States of America,Tucson,North America,https://www.topuniversities.com/sites/default/files/the-university-of-arizona_26_small.jpg,Public,Very High,6,3526.00,XL,5724.00
University of Turku,2017,234,42.7,https://www.topuniversities.com/universities/university-turku,Finland,Turku,Europe,https://www.topuniversities.com/sites/default/files/university-of-turku_592560cf2aeae70239af4cfe_small.jpg,Public,Very High,8,604.00,L,1505.00
Royal Holloway University of London,2017,235,42.6,https://www.topuniversities.com/universities/royal-holloway-university-london,United Kingdom,Egham,Europe,https://www.topuniversities.com/sites/default/files/royal-holloway-university-of-london_534_small.jpg,Public,Very High,13,3.71,M,831.00
Al-Farabi Kazakh National University,2017,236,42.5,https://www.topuniversities.com/universities/al-farabi-kazakh-national-university,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/al-farabi-kazakh-national-university_2146_small.jpg,Public,High,6,3054.00,L,4047.00
Loughborough University,2017,237,42.3,https://www.topuniversities.com/universities/loughborough-university,United Kingdom,Loughborough,Europe,https://www.topuniversities.com/sites/default/files/loughborough-university_592560cf2aeae70239af4bf3_small.jpg,Public,Very High,12,4540.00,L,1445.00
Tufts University,2017,238,42.2,https://www.topuniversities.com/universities/tufts-university,United States of America,Medford,North America,https://www.topuniversities.com/sites/default/files/tufts-university_630_small.jpg,Private,Very High,8,1798.00,M,1459.00
Complutense University of Madrid,2017,239,42.1,https://www.topuniversities.com/universities/complutense-university-madrid,Spain,Madrid,Europe,https://www.topuniversities.com/sites/default/files/complutense-university-of-madrid_592560cf2aeae70239af4bff_small.jpg,Public,Very High,13,7295.00,XL,4778.00
University of Leicester,2017,239,42.1,https://www.topuniversities.com/universities/university-leicester,United Kingdom,Leicester,Europe,https://www.topuniversities.com/sites/default/files/university-of-leicester_339_small.jpg,Public,Very High,10,4919.00,L,1518.00
National Cheng Kung University (NCKU),2017,241,42,https://www.topuniversities.com/universities/national-cheng-kung-university-ncku,Taiwan,Tainan City,Asia,https://www.topuniversities.com/sites/default/files/national-cheng-kung-university-ncku_435_small.jpg,Public,Very High,10,2656.00,L,2079.00
UniversitÃ© Paris-Saclay,2017,241,42,https://www.topuniversities.com/universities/universite-paris-saclay,France,,Europe,https://www.topuniversities.com/sites/default/files/universit-paris-saclay_592560cf2aeae70239af4c6e_small.jpg,Public,Very High,5,7649.00,XL,8010.00
National Taiwan University of Science and Technology (Taiwan Tech),2017,243,41.7,https://www.topuniversities.com/universities/national-taiwan-university-science-technology-taiwan-tech,Taiwan,Taipei City,Asia,https://www.topuniversities.com/sites/default/files/national-taiwan-university-of-science-and-technology-taiwan-tech_590_small.jpg,Public,Very High,9,1537.00,M,1005.00
 University of Dundee,2017,244,41.6,https://www.topuniversities.com/universities/university-dundee,United Kingdom,Dundee,Europe,https://www.topuniversities.com/sites/default/files/-university-of-dundee_592560cf2aeae70239af4b2c_small.jpg,Public,High,14,3025.00,L,953.00
"The University of Newcastle, Australia (UON)",2017,245,41.3,https://www.topuniversities.com/universities/university-newcastle-australia-uon,Australia,Callaghan,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-newcastle-australia-uon_449_small.jpg,Public,Very High,11,1747.00,L,1135.00
University of Navarra,2017,245,41.3,https://www.topuniversities.com/universities/university-navarra,Spain,Pamplona,Europe,https://www.topuniversities.com/sites/default/files/university-of-navarra_592560cf2aeae70239af4c40_small.jpg,Private,Very High,9,2978.00,M,1175.00
Macquarie University,2017,247,41.2,https://www.topuniversities.com/universities/macquarie-university,Australia,Sydney,Oceania,https://www.topuniversities.com/sites/default/files/macquarie-university_378_small.jpg,Public,Very High,14,8621.00,L,1766.00
Technical University of Darmstadt,2017,247,41.2,https://www.topuniversities.com/universities/technical-university-darmstadt,Germany,Darmstadt,Europe,https://www.topuniversities.com/sites/default/files/technische-universitt-darmstadt_628_small.jpg,Public,Very High,20,3979.00,L,804.00
Indian Institute of Technology Madras (IITM),2017,249,41,https://www.topuniversities.com/universities/indian-institute-technology-madras-iitm,India,Chennai,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-madras-iitm_286_small.jpg,Public,Very High,11,94.00,M,884.00
National University of Ireland Galway,2017,249,41,https://www.topuniversities.com/universities/national-university-ireland-galway,Ireland,Galway,Europe,https://www.topuniversities.com/sites/default/files/national-university-of-ireland-galway_220_small.jpg,Public,High,8,3208.00,L,1835.00
University of Massachusetts Amherst,2017,251,40.8,https://www.topuniversities.com/universities/university-massachusetts-amherst,United States of America,Amherst,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-amherst_592560cf2aeae70239af4c0e_small.jpg,Public,Very High,14,3696.00,L,1852.00
Chulalongkorn University,2017,252,40.6,https://www.topuniversities.com/universities/chulalongkorn-university,Thailand,Bangkok,Asia,https://www.topuniversities.com/sites/default/files/chulalongkorn-university_592560cf2aeae70239af4b01_small.jpg,Public,High,10,985.00,XL,3354.00
RMIT University,2017,252,40.6,https://www.topuniversities.com/universities/rmit-university,Australia,Melbourne,Oceania,https://www.topuniversities.com/sites/default/files/rmit-university_592560cf2aeae70239af4c95_small.jpg,Public,Very High,18,11743.00,XL,1859.00
SOAS University of London ,2017,252,40.6,https://www.topuniversities.com/universities/soas-university-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/soas-university-of-london-_592560cf2aeae70239af4bf0_small.jpg,Public,Very High,11,2.40,S,300.00
University of East Anglia (UEA),2017,252,40.6,https://www.topuniversities.com/universities/university-east-anglia-uea,United Kingdom,Norwich,Europe,https://www.topuniversities.com/sites/default/files/university-of-east-anglia-uea_637_small.jpg,Public,Very High,13,3541.00,L,1206.00
University of Miami,2017,252,40.6,https://www.topuniversities.com/universities/university-miami,United States of America,Miami,North America,https://www.topuniversities.com/sites/default/files/university-of-miami_401_small.jpg,Private,Very High,6,2646.00,L,2565.00
Beijing Normal University ,2017,257,40.4,https://www.topuniversities.com/universities/beijing-normal-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-normal-university_869_small.jpg,Public,Very High,11,3288.00,L,2098.00
Saint Petersburg State University,2017,258,40.1,https://www.topuniversities.com/universities/saint-petersburg-state-university,Russia,Saint Petersburg,Europe,https://www.topuniversities.com/sites/default/files/saint-petersburg-state-university_592560cf2aeae70239af4cc0_small.jpg,Public,Very High,8,4982.00,L,3054.00
Norwegian University of Science And Technology,2017,259,39.8,https://www.topuniversities.com/universities/norwegian-university-science-technology,Norway,Trondheim,Europe,https://www.topuniversities.com/sites/default/files/norwegian-university-of-science-and-technology_457_small.jpg,Public,Very High,12,2.95,XL,3.13
UniversitÃ© de Strasbourg,2017,260,39.6,https://www.topuniversities.com/universities/universite-de-strasbourg,France,Strasbourg,Europe,https://www.topuniversities.com/sites/default/files/universit-de-strasbourg_578_small.jpg,Public,Very High,21,9.11,XL,2.54
University of Surrey,2017,261,39.5,https://www.topuniversities.com/universities/university-surrey,United Kingdom,Guildford,Europe,https://www.topuniversities.com/sites/default/files/university-of-surrey_584_small.jpg,Public,Very High,13,5556.00,L,1221.00
UniversitÃ© Diderot  Paris 7,2017,262,34.7,https://www.topuniversities.com/universities/universite-diderot-paris-7,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/universit-diderot-paris-7_592560cf2aeae70239af4c6c_small.jpg,Public,Very High,17,11387.00,XL,3755.00
UniversitÃ¤t Stuttgart,2017,263,39.3,https://www.topuniversities.com/universities/universitat-stuttgart,Germany,Stuttgart,Europe,https://www.topuniversities.com/sites/default/files/universitt-stuttgart_580_small.jpg,Public,Very High,17,3.03,L,932.00
Goethe-University Frankfurt am Main,2017,264,39.2,https://www.topuniversities.com/universities/goethe-university-frankfurt-am-main,Germany,Frankfurt,Europe,https://www.topuniversities.com/sites/default/files/universitt-frankfurt-am-main_214_small.jpg,Public,Very High,12,6.75,XL,3.62
University of Gothenburg,2017,264,39.2,https://www.topuniversities.com/universities/university-gothenburg,Sweden,Gothenburg,Europe,https://www.topuniversities.com/sites/default/files/university-of-gothenburg_233_small.jpg,Public,Very High,8,5652.00,L,2680.00
Kyung Hee University,2017,264,39.2,https://www.topuniversities.com/universities/kyung-hee-university,South Korea,,Asia,https://www.topuniversities.com/sites/default/files/kyung-hee-university_592560cf2aeae70239af4bcd_small.jpg,Private,Very High,7,4715.00,L,3435.00
ENS Paris-Saclay,2017,264,34.6,https://www.topuniversities.com/universities/ens-paris-saclay,France,Cachan,Europe,https://www.topuniversities.com/sites/default/files/ecole-normale-suprieure-de-cachan_1878_small.jpg,Public,Very High,6,298.00,S,289.00
Ecole des Ponts ParisTech,2017,268,39.1,https://www.topuniversities.com/universities/ecole-des-ponts-paristech,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/ecole-des-ponts-paristech_187_small.jpg,Public,Very High,6,735.00,S,338.00
Universidad Nacional de Colombia,2017,269,38.9,https://www.topuniversities.com/universities/universidad-nacional-de-colombia,Colombia,BogotÃ¡,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-colombia_592560cf2aeae70239af4b0b_small.jpg,Public,High,14,335.00,XL,3055.00
Universiti Putra Malaysia (UPM),2017,270,38.8,https://www.topuniversities.com/universities/universiti-putra-malaysia-upm,Malaysia,Seri Kembangan,Asia,https://www.topuniversities.com/sites/default/files/universiti-putra-malaysia-upm_385_small.jpg,Public,Very High,8,5040.00,L,2174.00
"University of California, Riverside",2017,271,38.7,https://www.topuniversities.com/universities/university-california-riverside,United States of America,Riverside,North America,https://www.topuniversities.com/sites/default/files/university-of-california-riverside_88_small.jpg,Public,Very High,17,2.03,L,1.50
Universidad de los Andes,2017,272,38.5,https://www.topuniversities.com/universities/universidad-de-los-andes,Colombia,BogotÃ¡,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes_592560cf2aeae70239af4bf6_small.jpg,Private,High,13,151.00,L,1223.00
Friedrich-Alexander-UniversitÃ¤t Erlangen-NÃ¼rnberg,2017,272,38.5,https://www.topuniversities.com/universities/friedrich-alexander-universitat-erlangen-nurnberg,Germany,Erlangen,Europe,https://www.topuniversities.com/sites/default/files/friedrich-alexander-universitt-erlangen-nrnberg_191_small.jpg,Public,Very High,32,4943.00,XL,1107.00
University of Strathclyde,2017,272,38.5,https://www.topuniversities.com/universities/university-strathclyde,United Kingdom,Glasgow,Europe,https://www.topuniversities.com/sites/default/files/university-of-strathclyde_579_small.jpg,Public,Very High,13,5397.00,L,1532.00
Wuhan University,2017,275,38.2,https://www.topuniversities.com/universities/wuhan-university,China (Mainland),Wuhan,Asia,https://www.topuniversities.com/sites/default/files/wuhan-university_889_small.jpg,Public,Very High,14,3682.00,XL,3828.00
Queensland University of Technology (QUT),2017,276,38.1,https://www.topuniversities.com/universities/queensland-university-technology-qut,Australia,Brisbane,Oceania,https://www.topuniversities.com/sites/default/files/queensland-university-of-technology-qut_592560cf2aeae70239af4c88_small.jpg,Public,Very High,17,6403.00,XL,2028.00
North Carolina State University,2017,277,38,https://www.topuniversities.com/universities/north-carolina-state-university,United States of America,Raleigh,North America,https://www.topuniversities.com/sites/default/files/north-carolina-state-university_592560cf2aeae70239af4c2a_small.jpg,Public,Very High,15,3156.00,L,1944.00
Harbin Institute of Technology,2017,278,37.9,https://www.topuniversities.com/universities/harbin-institute-technology,China (Mainland),Harbin,Asia,https://www.topuniversities.com/sites/default/files/harbin-institute-of-technology_877_small.jpg,Public,Very High,9,2102.00,XL,3215.00
Hong Kong Baptist University,2017,278,37.9,https://www.topuniversities.com/universities/hong-kong-baptist-university,Hong Kong SAR,Hong Kong,Asia,https://www.topuniversities.com/sites/default/files/hong-kong-baptist-university_893_small.jpg,Public,Very High,9,4704.00,M,980.00
Universidad Carlos III de Madrid (UC3M),2017,280,37.8,https://www.topuniversities.com/universities/universidad-carlos-iii-de-madrid-uc3m,Spain,Madrid,Europe,https://www.topuniversities.com/sites/default/files/universidad-carlos-iii-de-madrid-uc3m_1509_small.jpg,Public,Very High,9,2.11,L,2.12
"Birkbeck, University of London",2017,280,37.8,https://www.topuniversities.com/universities/birkbeck-university-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/birkbeck-university-of-london_1636_small.jpg,Public,Very High,14,3.21,M,585.00
LinkÃ¶ping University,2017,282,37.7,https://www.topuniversities.com/universities/linkoping-university,Sweden,LinkÃ¶ping,Europe,https://www.topuniversities.com/sites/default/files/linkping-university_348_small.jpg,Public,Very High,11,2.51,L,1.47
Mahidol University,2017,283,37.6,https://www.topuniversities.com/universities/mahidol-university,Thailand,Nakhon Pathom,Asia,https://www.topuniversities.com/sites/default/files/mahidol-university_381_small.jpg,Public,Very High,7,1415.00,L,3850.00
Universitat Pompeu Fabra (Barcelona),2017,283,37.6,https://www.topuniversities.com/universities/universitat-pompeu-fabra,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/universitat-pompeu-fabra_504_small.jpg,Public,Very High,16,1633.00,L,785.00
University College Cork,2017,283,37.6,https://www.topuniversities.com/universities/university-college-cork,Ireland,Cork,Europe,https://www.topuniversities.com/sites/default/files/university-college-cork_142_small.jpg,Public,High,10,3002.00,L,1619.00
King Abdulaziz University (KAU),2017,283,37.6,https://www.topuniversities.com/universities/king-abdulaziz-university-kau,Saudi Arabia,Jeddah,Asia,https://www.topuniversities.com/sites/default/files/king-abdulaziz-university-kau_1172_small.jpg,Public,Very High,8,6821.00,XL,4054.00
Dalhousie University,2017,283,37.6,https://www.topuniversities.com/universities/dalhousie-university,Canada,Halifax,North America,https://www.topuniversities.com/sites/default/files/dalhousie-university_151_small.jpg,Public,Very High,14,4483.00,L,1150.00
University of South Australia,2017,288,37.4,https://www.topuniversities.com/universities/university-south-australia,Australia,Magill,Oceania,https://www.topuniversities.com/sites/default/files/university-of-south-australia_566_small.jpg,Public,Very High,13,4.89,L,1.52
Universiti Teknologi Malaysia ,2017,288,37.4,https://www.topuniversities.com/universities/universiti-teknologi-malaysia,Malaysia,Skudai,Asia,https://www.topuniversities.com/sites/default/files/universiti-teknologi-malaysia_387_small.jpg,Public,Very High,11,4956.00,L,1869.00
University of St.Gallen (HSG),2017,288,37.4,https://www.topuniversities.com/universities/university-stgallen-hsg,Switzerland,St. Gallen,Europe,https://www.topuniversities.com/sites/default/files/university-of-st.gallen-hsg_571_small.jpg,Public,Very High,20,2.39,M,444.00
Indiana University Bloomington,2017,291,37.3,https://www.topuniversities.com/universities/indiana-university-bloomington,United States of America,Bloomington,North America,https://www.topuniversities.com/sites/default/files/indiana-university-bloomington_289_small.jpg,Public,Very High,11,3722.00,XL,3837.00
University of Ottawa,2017,291,37.3,https://www.topuniversities.com/universities/university-ottawa,Canada,Ottawa,North America,https://www.topuniversities.com/sites/default/files/university-of-ottawa_475_small.jpg,Public,Very High,22,8885.00,XL,1677.00
Novosibirsk State University,2017,291,37.3,https://www.topuniversities.com/universities/novosibirsk-state-university,Russia,Novosibirsk ,Europe,https://www.topuniversities.com/sites/default/files/novosibirsk-state-university_462_small.jpg,Public,Very High,6,1623.00,M,1218.00
WestfÃ¤lische Wilhelms-UniversitÃ¤t MÃ¼nster ,2017,294,37.2,https://www.topuniversities.com/universities/westfalische-wilhelms-universitat-munster,Germany,MÃ¼nster,Europe,https://www.topuniversities.com/sites/default/files/westflische-wilhelms-universitt-mnster_421_small.jpg,Public,Very High,10,2.85,XL,4.23
Umea University,2017,294,37.2,https://www.topuniversities.com/universities/umea-university,Sweden,UmeÃ¥,Europe,https://www.topuniversities.com/sites/default/files/umea-university_639_small.jpg,Public,Very High,7,1.19,L,1.97
"University of California, Santa Cruz",2017,296,37.1,https://www.topuniversities.com/universities/university-california-santa-cruz,United States of America,Santa Cruz,North America,https://www.topuniversities.com/sites/default/files/university-of-california-santa-cruz_92_small.jpg,Public,Very High,18,2.13,L,1.05
Sun Yat-sen University,2017,297,37,https://www.topuniversities.com/universities/sun-yat-sen-university,China (Mainland),Guangzhou,Asia,https://www.topuniversities.com/sites/default/files/sun-yat-sen-university_888_small.jpg,Public,Very High,8,3127.00,XL,7002.00
Hiroshima University,2017,297,37,https://www.topuniversities.com/universities/hiroshima-university,Japan,Higashihiroshima City,Asia,https://www.topuniversities.com/sites/default/files/hiroshima-university_264_small.jpg,Public,Very High,6,1.68,L,2.37
UniversitÃ¤t Innsbruck,2017,299,36.9,https://www.topuniversities.com/universities/universitat-innsbruck,Austria,Innsbruck,Europe,https://www.topuniversities.com/sites/default/files/universitt-innsbruck_592560cf2aeae70239af4ba7_small.jpg,Public,High,8,6323.00,L,1769.00
Boston College,2017,299,36.9,https://www.topuniversities.com/universities/boston-college,United States of America,Newton,North America,https://www.topuniversities.com/sites/default/files/boston-college_723_small.jpg,Private,Very High,13,1.47,L,1.05
