university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
Indian Institute of Technology Guwahati (IITG),2017,481-490,,https://www.topuniversities.com/universities/indian-institute-technology-guwahati-iitg,India,Guwahati,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-guwahati-iitg_283_small.jpg,Public,Very High,17,42.00,M,410.00
Lehigh University,2017,481-490,,https://www.topuniversities.com/universities/lehigh-university,United States of America,Bethlehem,North America,https://www.topuniversities.com/sites/default/files/lehigh-university_810_small.jpg,Private,Very High,11,1.15,M,540.00
Tianjin University,2017,481-490,,https://www.topuniversities.com/universities/tianjin-university,China (Mainland),Nankai,Asia,https://www.topuniversities.com/sites/default/files/tianjin-university_609_small.jpg,Public,Very High,9,3.43,L,3.15
Universidad de Zaragoza,2017,481-490,,https://www.topuniversities.com/universities/universidad-de-zaragoza,Spain,Huesca,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-zaragoza_691_small.jpg,Public,Very High,10,2.22,L,2.83
Vilnius University ,2017,481-490,,https://www.topuniversities.com/universities/vilnius-university,Lithuania,Vilnius,Europe,https://www.topuniversities.com/sites/default/files/vilnius-university-_592560cf2aeae70239af4d7f_small.jpg,Public,High,7,1.29,L,2.46
Aristotle University of Thessaloniki,2017,491-500,,https://www.topuniversities.com/universities/aristotle-university-thessaloniki,Greece,Thessaloniki,Europe,https://www.topuniversities.com/sites/default/files/aristotle-university-of-thessaloniki_24_small.jpg,Public,Very High,27,4.70,XL,1.74
UniversitÃ Â Cattolica del Sacro Cuore,2017,491-500,,https://www.topuniversities.com/universities/universita-cattolica-del-sacro-cuore,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/universitcattolica-del-sacro-cuore_406_small.jpg,Private,Very High,6,1849.00,L,3944.00
Aberystwyth University,2017,491-500,,https://www.topuniversities.com/universities/aberystwyth-university,United Kingdom,Aberystwyth,Europe,https://www.topuniversities.com/sites/default/files/aberystwyth-university_8_small.jpg,Public,Very High,12,1.39,M,516.00
Iran University of Science and Technology,2017,491-500,,https://www.topuniversities.com/universities/iran-university-science-technology,"Iran, Islamic Republic of",Tehran,Asia,https://www.topuniversities.com/sites/default/files/iran-university-of-science-and-technology_592560cf2aeae70239af4e57_small.jpg,Public,Very High,29,138.00,L,532.00
Jilin University,2017,491-500,,https://www.topuniversities.com/universities/jilin-university,China (Mainland),Changchun,Asia,https://www.topuniversities.com/sites/default/files/jilin-university_304_small.jpg,Public,Very High,10,1.57,XL,7.08
The Catholic University of Korea ,2017,491-500,,https://www.topuniversities.com/universities/catholic-university-korea,South Korea,Gyeonggi,Asia,https://www.topuniversities.com/sites/default/files/the-catholic-university-of-korea-_592560cf2aeae70239af4ed7_small.jpg,Private,Very High,5,370.00,M,1.67
Saint Joseph University of Beirut (USJ) ,2017,491-500,,https://www.topuniversities.com/universities/saint-joseph-university-beirut-usj,Lebanon,Beirut,Asia,https://www.topuniversities.com/sites/default/files/saint-joseph-university-of-beirut-usj_1130_small.jpg,Private,Medium,9,955.00,M,941.00
University of Nebraska - Lincoln,2017,491-500,,https://www.topuniversities.com/universities/university-nebraska-lincoln,United States of America,Lincoln,North America,https://www.topuniversities.com/sites/default/files/university-of-nebraska-lincoln_819_small.jpg,Public,Very High,12,2.81,L,1.95
University of South Florida,2017,491-500,,https://www.topuniversities.com/universities/university-south-florida,United States of America,Tampa,North America,https://www.topuniversities.com/sites/default/files/university-of-south-florida_540_small.jpg,Public,Very High,18,5.21,XL,2.17
Yokohama City University,2017,491-500,,https://www.topuniversities.com/universities/yokohama-city-university,Japan,Yokohama City,Asia,https://www.topuniversities.com/sites/default/files/yokohama-city-university_592560cf2aeae70239af4d32_small.jpg,Public,Very High,6,108.00,M,889.00
Gadjah Mada University,2017,501-550,,https://www.topuniversities.com/universities/gadjah-mada-university,Indonesia,Yogyakarta,Asia,https://www.topuniversities.com/sites/default/files/gadjah-mada-university_219_small.jpg,Public,High,8,738.00,XL,4728.00
University of Delhi,2017,501-550,,https://www.topuniversities.com/universities/university-delhi,India,New Delhi,Asia,https://www.topuniversities.com/sites/default/files/university-of-delhi_156_small.jpg,Public,Very High,22,322.00,L,1.17
City University of New York,2017,501-550,,https://www.topuniversities.com/universities/city-university-new-york,United States of America,New York City,North America,https://www.topuniversities.com/sites/default/files/city-university-of-new-york_149_small.jpg,Public,Very High,16,6.46,XL,7.78
University of Bordeaux,2017,501-550,,https://www.topuniversities.com/universities/university-bordeaux,France,Talence,Europe,https://www.topuniversities.com/sites/default/files/university-of-bordeaux_1286_small.jpg,Public,Very High,15,5.64,XL,3.20
PontifÃ­cia Universidade CatÃ³lica do Rio de Janeiro,2017,501-550,,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-de-janeiro,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-rio-de-janeiro_526_small.jpg,Private,Very High,16,169.00,M,696.00
University of Granada,2017,501-550,,https://www.topuniversities.com/universities/university-granada,Spain,Granada,Europe,https://www.topuniversities.com/sites/default/files/university-of-granada_235_small.jpg,Public,Very High,19,5.61,XL,2.68
UniversitÃ© du QuÃ©bec,2017,501-550,,https://www.topuniversities.com/universities/universite-du-quebec,Canada,QuÃ©bec,North America,https://www.topuniversities.com/sites/default/files/universit-du-qubec_512_small.jpg,Public,Very High,10,3.06,L,1.91
UniversitÃ¤t  Leipzig,2017,501-550,,https://www.topuniversities.com/universities/universitat-leipzig,Germany,Leipzig,Europe,https://www.topuniversities.com/sites/default/files/universitt-leipzig_341_small.jpg,Public,Very High,7,3.17,L,4.12
UniversitÃ© Claude Bernard Lyon 1,2017,501-550,,https://www.topuniversities.com/universities/universite-claude-bernard-lyon-1,France,Villeurbanne,Europe,https://www.topuniversities.com/sites/default/files/universit-claude-bernard-lyon-1_373_small.jpg,Public,Very High,17,3.77,XL,2.23
Ateneo de Manila University,2017,501-550,,https://www.topuniversities.com/universities/ateneo-de-manila-university,Philippines,Quezon City,Asia,https://www.topuniversities.com/sites/default/files/ateneo-de-manila-university_592560cf2aeae70239af4aa1_small.jpg,Private,Medium,11,372.00,M,1.02
UNESP,2017,501-550,,https://www.topuniversities.com/universities/unesp,Brazil,SÃƒÂ£o Paulo,Latin America,https://www.topuniversities.com/sites/default/files/unesp_492_small.jpg,Public,Very High,14,1.49,XL,2.79
Abo Akademi University,2017,501-550,,https://www.topuniversities.com/universities/abo-akademi-university,Finland,Turku,Europe,https://www.topuniversities.com/sites/default/files/abo-akademi-university_592560cf2aeae70239af4f7a_small.jpg,Public,Very High,11,551.00,M,507.00
Amirkabir University of Technology,2017,501-550,,https://www.topuniversities.com/universities/amirkabir-university-technology,"Iran, Islamic Republic of",Tehran,Asia,https://www.topuniversities.com/sites/default/files/amirkabir-university-of-technology_592560cf2aeae70239af4e54_small.jpg,Public,Very High,22,235.00,M,525.00
Jeonbuk National University,2017,501-550,,https://www.topuniversities.com/universities/jeonbuk-national-university,South Korea,Jeonju,Asia,https://www.topuniversities.com/sites/default/files/jeonbuk-national-university_592560cf2aeae70239af4aff_small.jpg,Public,Very High,8,1.37,L,2.35
Czech Technical University in Prague,2017,501-550,,https://www.topuniversities.com/universities/czech-technical-university-prague,Czech Republic,Prague,Europe,https://www.topuniversities.com/sites/default/files/czech-technical-university-in-prague_592560cf2aeae70239af4d3b_small.jpg,Public,Very High,6,3.01,L,2.63
Drexel University,2017,501-550,,https://www.topuniversities.com/universities/drexel-university,United States of America,Philadelphia,North America,https://www.topuniversities.com/sites/default/files/drexel-university_163_small.jpg,Private,Very High,11,2.53,L,1.84
Instituto TecnolÃ³gico de Buenos Aires (ITBA),2017,501-550,,https://www.topuniversities.com/universities/instituto-tecnologico-de-buenos-aires-itba,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-de-buenos-aires-itba_592560cf2aeae70239af4bae_small.jpg,Private,High,16,333.00,S,220.00
Abai Kazakh National Pedagogical University,2017,501-550,,https://www.topuniversities.com/universities/abai-kazakh-national-pedagogical-university,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/abai-kazakh-national-pedagogical-university_592560cf2aeae70239af55d7_small.jpg,Public,Medium,7,333.00,L,1.99
Kazan (Volga region) Federal University,2017,501-550,,https://www.topuniversities.com/universities/kazan-volga-region-federal-university,Russia,Kazan,Europe,https://www.topuniversities.com/sites/default/files/kazan-volga-region-federal-university_313_small.jpg,Public,Very High,6,8.38,L,3.85
King Khalid University,2017,501-550,,https://www.topuniversities.com/universities/king-khalid-university,Saudi Arabia,Abha,Asia,https://www.topuniversities.com/sites/default/files/king-khalid-university_1174_small.jpg,Public,High,11,1.17,XL,3.54
"Kingston University, London",2017,501-550,,https://www.topuniversities.com/universities/kingston-university-london,United Kingdom,Kingston upon Thames,Europe,https://www.topuniversities.com/sites/default/files/kingston-university-london_592560cf2aeae70239af4bc2_small.jpg,Public,High,18,6.61,L,885.00
Martin-Luther-UniversitÃ¤t Halle-Wittenberg,2017,501-550,,https://www.topuniversities.com/universities/martin-luther-universitat-halle-wittenberg,Germany,Halle,Europe,https://www.topuniversities.com/sites/default/files/martin-luther-universitt-halle-wittenberg_245_small.jpg,Public,High,7,1.68,L,2.94
Michigan Technological University,2017,501-550,,https://www.topuniversities.com/universities/michigan-technological-university,United States of America,Houghton,North America,https://www.topuniversities.com/sites/default/files/michigan-technological-university_1810_small.jpg,Public,Very High,12,694.00,M,562.00
Missouri University of Science and Technology,2017,501-550,,https://www.topuniversities.com/universities/missouri-university-science-technology,United States of America,Rolla,North America,https://www.topuniversities.com/sites/default/files/missouri-university-of-science-and-technology_592560cf2aeae70239af51e4_small.jpg,Public,Very High,18,557.00,M,369.00
Murdoch University,2017,501-550,,https://www.topuniversities.com/universities/murdoch-university,Australia,Murdoch,Oceania,https://www.topuniversities.com/sites/default/files/murdoch-university_592560cf2aeae70239af4dc5_small.jpg,Public,Very High,21,3.11,L,613.00
Nagasaki University,2017,501-550,,https://www.topuniversities.com/universities/nagasaki-university,Japan,Nagasaki City,Asia,https://www.topuniversities.com/sites/default/files/nagasaki-university_592560cf2aeae70239af4c2d_small.jpg,Public,Very High,7,439.00,M,1.30
National Chung Hsing University,2017,501-550,,https://www.topuniversities.com/universities/national-chung-hsing-university,Taiwan,Taichung City,Asia,https://www.topuniversities.com/sites/default/files/national-chung-hsing-university_438_small.jpg,Public,Very High,12,957.00,L,1.07
National University of Sciences And Technology (NUST) Islamabad,2017,501-550,,https://www.topuniversities.com/universities/national-university-sciences-technology-nust-islamabad,Pakistan,Islamabad,Asia,https://www.topuniversities.com/sites/default/files/national-university-of-sciences-and-technology-nust-islamabad_698_small.jpg,Public,Very High,7,563.00,M,1.61
Okayama University,2017,501-550,,https://www.topuniversities.com/universities/okayama-university,Japan,Okayama City,Asia,https://www.topuniversities.com/sites/default/files/okayama-university_592560cf2aeae70239af4c55_small.jpg,Public,High,8,813.00,L,1.70
PontifÃ­cia Universidade CatÃ³lica de SÃ£o Paulo,2017,501-550,,https://www.topuniversities.com/universities/pontificia-universidade-catolica-de-sao-paulo,Brazil,SÃ£o Paulo,Latin America,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-de-so-paulo_592560cf2aeae70239af549d_small.jpg,Private,Medium,13,61.00,M,732.00
Sejong University ,2017,501-550,,https://www.topuniversities.com/universities/sejong-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/sejong-university_1094_small.jpg,Private,Very High,14,1.54,L,919.00
Shandong University,2017,501-550,,https://www.topuniversities.com/universities/shandong-university,China (Mainland),Jinan,Asia,https://www.topuniversities.com/sites/default/files/shandong-university_555_small.jpg,Public,Very High,13,1.64,XL,3.41
Southeast University,2017,501-550,,https://www.topuniversities.com/universities/southeast-university,China (Mainland),Nanjing,Asia,https://www.topuniversities.com/sites/default/files/southeast-university_568_small.jpg,Public,Very High,11,1.50,XL,3.41
Tulane University,2017,501-550,,https://www.topuniversities.com/universities/tulane-university,United States of America,New Orleans,North America,https://www.topuniversities.com/sites/default/files/tulane-university_631_small.jpg,Private,Very High,6,1.17,M,1.73
Umm Al-Qura University ,2017,501-550,,https://www.topuniversities.com/universities/umm-al-qura-university,Saudi Arabia,Makkah,Asia,https://www.topuniversities.com/sites/default/files/umm-al-qura-university-_592560cf2aeae70239af4d44_small.jpg,Public,Medium,8,3.57,XL,3.62
Universidad de San AndrÃ©s - UdeSA,2017,501-550,,https://www.topuniversities.com/universities/universidad-de-san-andres-udesa,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-san-andrs-udesa_1699_small.jpg,Private,Medium,9,100.00,S,231.00
Universidade Federal de SÃ£o Paulo,2017,501-550,,https://www.topuniversities.com/universities/universidade-federal-de-sao-paulo,Brazil,SÃ£o Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-paulo_2750_small.jpg,Public,Very High,6,153.00,L,2.45
University of Bayreuth,2017,501-550,,https://www.topuniversities.com/universities/university-bayreuth,Germany,Bayreuth,Europe,https://www.topuniversities.com/sites/default/files/university-of-bayreuth_592560cf2aeae70239af4ab4_small.jpg,Public,Very High,9,993.00,M,892.00
UniversitÃ¤t des Saarlandes,2017,501-550,,https://www.topuniversities.com/universities/universitat-des-saarlandes,Germany,SaarbrÃ¼cken,Europe,https://www.topuniversities.com/sites/default/files/universitt-des-saarlandes_541_small.jpg,Public,High,6,2.94,L,2.82
UniversitÃ¤t Regensburg,2017,501-550,,https://www.topuniversities.com/universities/universitat-regensburg,Germany,Regensburg,Europe,https://www.topuniversities.com/sites/default/files/universitt-regensburg_592560cf2aeae70239af4c89_small.jpg,Public,Very High,6,1.71,L,3.25
University of Guelph,2017,501-550,,https://www.topuniversities.com/universities/university-guelph,Canada,Guelph,North America,https://www.topuniversities.com/sites/default/files/university-of-guelph_1756_small.jpg,Public,Very High,19,2.20,L,1.10
University of Kentucky,2017,501-550,,https://www.topuniversities.com/universities/university-kentucky,United States of America,Lexington,North America,https://www.topuniversities.com/sites/default/files/university-of-kentucky_316_small.jpg,Public,Very High,12,1.29,L,2.24
University of Limerick,2017,501-550,,https://www.topuniversities.com/universities/university-limerick,Ireland,Limerick,Europe,https://www.topuniversities.com/sites/default/files/university-of-limerick_592560cf2aeae70239af4be0_small.jpg,Public,High,14,1.86,L,952.00
University of Macau,2017,501-550,,https://www.topuniversities.com/universities/university-macau,Macau SAR,,Asia,https://www.topuniversities.com/sites/default/files/university-of-macau_14378_small.jpg,Public,Very High,13,3.92,M,650.00
University of Manitoba,2017,501-550,,https://www.topuniversities.com/universities/university-manitoba,Canada,Winnipeg,North America,https://www.topuniversities.com/sites/default/files/university-of-manitoba_592560cf2aeae70239af4c0a_small.jpg,Public,Very High,10,4.77,XL,3.14
University of Mons ,2017,501-550,,https://www.topuniversities.com/universities/university-mons,Belgium,Mons,Europe,https://www.topuniversities.com/sites/default/files/university-of-mons-_592560cf2aeae70239af4f68_small.jpg,Public,Very High,23,1.21,M,311.00
University of Szeged,2017,501-550,,https://www.topuniversities.com/universities/university-szeged,Hungary,Szeged,Europe,https://www.topuniversities.com/sites/default/files/university-of-szeged_592560cf2aeae70239af4cd1_small.jpg,Public,High,10,4.29,L,1.97
University of Tampere,2017,501-550,,https://www.topuniversities.com/universities/university-tampere,Finland,Tampere,Europe,https://www.topuniversities.com/sites/default/files/university-of-tampere_592_small.jpg,Public,Very High,15,475.00,M,644.00
Universidad Nacional de La Plata (UNLP),2017,551-600,,https://www.topuniversities.com/universities/universidad-nacional-de-la-plata-unlp,Argentina,La Plata,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-la-plata-unlp_1690_small.jpg,Public,High,11,7.04,XL,5.52
Chiang Mai University,2017,551-600,,https://www.topuniversities.com/universities/chiang-mai-university,Thailand,Chiang Mai,Asia,https://www.topuniversities.com/sites/default/files/chiang-mai-university_118_small.jpg,Public,High,13,1.33,XL,2.51
Universidade Federal de Minas Gerais      ,2017,551-600,,https://www.topuniversities.com/universities/universidade-federal-de-minas-gerais,Brazil,Belo Horizonte,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg,Public,Very High,15,911.00,XL,3.36
Cairo University,2017,551-600,,https://www.topuniversities.com/universities/cairo-university,Egypt,Giza,Africa,https://www.topuniversities.com/sites/default/files/cairo-university_80_small.jpg,Public,Very High,16,10.37,XL,11.92
Universitat de Valencia,2017,551-600,,https://www.topuniversities.com/universities/universitat-de-valencia,Spain,ValÃ¨ncia,Europe,https://www.topuniversities.com/sites/default/files/universitat-de-valencia_647_small.jpg,Public,Very High,16,3.95,XL,3.00
University of Pretoria,2017,551-600,,https://www.topuniversities.com/universities/university-pretoria,South Africa,Pretoria,Africa,https://www.topuniversities.com/sites/default/files/university-of-pretoria_506_small.jpg,Public,Very High,27,2.79,XL,1.61
University of Turin,2017,551-600,,https://www.topuniversities.com/universities/university-turin,Italy,Turin,Europe,https://www.topuniversities.com/sites/default/files/university-of-turin_632_small.jpg,Public,Very High,26,4.72,XL,2.26
Universidade de Santiago de Compostela,2017,551-600,,https://www.topuniversities.com/universities/universidade-de-santiago-de-compostela,Spain,Santiago de Compostela,Europe,https://www.topuniversities.com/sites/default/files/universidade-de-santiago-de-compostela_547_small.jpg,Public,Very High,15,1.33,L,1.68
American University in Dubai,2017,551-600,,https://www.topuniversities.com/universities/american-university-dubai,United Arab Emirates,Dubai,Asia,https://www.topuniversities.com/sites/default/files/american-university-in-dubai_1200_small.jpg,Private,High,14,1.28,S,116.00
Carleton University,2017,551-600,,https://www.topuniversities.com/universities/carleton-university,Canada,Ottawa,North America,https://www.topuniversities.com/sites/default/files/carleton-university_100_small.jpg,Public,Very High,28,5.37,L,939.00
Charles Darwin University ,2017,551-600,,https://www.topuniversities.com/universities/charles-darwin-university,Australia,Casuarina,Oceania,https://www.topuniversities.com/sites/default/files/charles-darwin-university-_592560cf2aeae70239af4dcb_small.jpg,Public,Very High,23,2.45,M,347.00
Chiba University,2017,551-600,,https://www.topuniversities.com/universities/chiba-university,Japan,Chiba City,Asia,https://www.topuniversities.com/sites/default/files/chiba-university_119_small.jpg,Public,Very High,8,736.00,L,1.79
William & Mary,2017,551-600,,https://www.topuniversities.com/universities/william-mary,United States of America,Williamsburg,North America,https://www.topuniversities.com/sites/default/files/college-of-william-mary_592560cf2aeae70239af4b08_small.jpg,Public,Very High,10,729.00,M,814.00
East China Normal University,2017,551-600,,https://www.topuniversities.com/universities/east-china-normal-university,China (Mainland),Shanghai,Asia,https://www.topuniversities.com/sites/default/files/east-china-normal-university_592560cf2aeae70239af4def_small.jpg,Public,Very High,11,3.70,L,2.47
Far Eastern Federal University,2017,551-600,,https://www.topuniversities.com/universities/far-eastern-federal-university,Russia,Vladivostok,Europe,https://www.topuniversities.com/sites/default/files/far-eastern-federal-university_592560cf2aeae70239af57c9_small.jpg,Public,High,6,3.26,L,2.27
Flinders University,2017,551-600,,https://www.topuniversities.com/universities/flinders-university,Australia,Adelaide,Oceania,https://www.topuniversities.com/sites/default/files/flinders-university_592560cf2aeae70239af4b53_small.jpg,Public,Very High,18,5.98,L,932.00
Howard University,2017,551-600,,https://www.topuniversities.com/universities/howard-university,United States of America,Washington D.C.,North America,https://www.topuniversities.com/sites/default/files/howard-university_592560cf2aeae70239af4dc1_small.jpg,Private,High,8,531.00,M,1.11
Inha University,2017,551-600,,https://www.topuniversities.com/universities/inha-university,South Korea,Incheon,Asia,https://www.topuniversities.com/sites/default/files/inha-university_592560cf2aeae70239af4d3a_small.jpg,Private,Very High,8,1.53,L,2.24
Johannes Kepler University Linz,2017,551-600,,https://www.topuniversities.com/universities/johannes-kepler-university-linz,Austria,Linz,Europe,https://www.topuniversities.com/sites/default/files/johannes-kepler-university-linz_349_small.jpg,Public,Very High,6,774.00,M,897.00
Kagoshima University,2017,551-600,,https://www.topuniversities.com/universities/kagoshima-university,Japan,Kagoshima City,Asia,https://www.topuniversities.com/sites/default/files/kagoshima-university_592560cf2aeae70239af4bb6_small.jpg,Public,High,8,343.00,M,1.33
Kanazawa University,2017,551-600,,https://www.topuniversities.com/universities/kanazawa-university,Japan,Kanazawa,Asia,https://www.topuniversities.com/sites/default/files/kanazawa-university_592560cf2aeae70239af4bb7_small.jpg,Public,Very High,8,567.00,M,1.24
Keele University ,2017,551-600,,https://www.topuniversities.com/universities/keele-university,United Kingdom,Keele,Europe,https://www.topuniversities.com/sites/default/files/keele-university-_592560cf2aeae70239af50e5_small.jpg,Public,Very High,13,1.39,M,707.00
Kumamoto University,2017,551-600,,https://www.topuniversities.com/universities/kumamoto-university,Japan,Kumamoto City,Asia,https://www.topuniversities.com/sites/default/files/kumamoto-university_326_small.jpg,Public,Very High,8,359.00,M,1.27
Lanzhou University,2017,551-600,,https://www.topuniversities.com/universities/lanzhou-university,China (Mainland),Lanzhou,Asia,https://www.topuniversities.com/sites/default/files/lanzhou-university_592560cf2aeae70239af4df2_small.jpg,Public,Very High,11,391.00,XL,2.94
National Research Saratov State University,2017,551-600,,https://www.topuniversities.com/universities/national-research-saratov-state-university,Russia,Saratov,Europe,https://www.topuniversities.com/sites/default/files/national-research-saratov-state-university_1498_small.jpg,Public,Very High,6,1.11,M,1.72
National Taipei University of Technology,2017,551-600,,https://www.topuniversities.com/universities/national-taipei-university-technology,Taiwan,Taipei City,Asia,https://www.topuniversities.com/sites/default/files/national-taipei-university-of-technology_1993_small.jpg,Public,Very High,11,1.04,M,714.00
"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",2017,551-600,,https://www.topuniversities.com/universities/national-technical-university-ukraine-igor-sikorsky-kyiv-polytechnic-institute,Ukraine,Kyiv,Europe,https://www.topuniversities.com/sites/default/files/national-technical-university-of-ukraine-igor-sikorsky-kyiv-polytechnic-institute_592560cf2aeae70239af55b9_small.jpg,Public,Very High,,590.00,L,2500.00
Philipps-UniversitÃ¤t Marburg ,2017,551-600,,https://www.topuniversities.com/universities/philipps-universitat-marburg,Germany,Marburg,Europe,https://www.topuniversities.com/sites/default/files/philipps-universitt-marburg_392_small.jpg,Public,High,21,3.13,L,1.12
Universidad PolitÃ©cnica de Madrid (UPM),2017,551-600,,https://www.topuniversities.com/universities/universidad-politecnica-de-madrid,Spain,Madrid,Europe,https://www.topuniversities.com/sites/default/files/politcnica-de-madrid_1507_small.jpg,Public,Very High,13,5.32,XL,2.49
Rhodes University ,2017,551-600,,https://www.topuniversities.com/universities/rhodes-university,South Africa,Grahamstown,Africa,https://www.topuniversities.com/sites/default/files/rhodes-university-_592560cf2aeae70239af4f44_small.jpg,Public,Very High,13,1.10,M,504.00
Sichuan University,2017,551-600,,https://www.topuniversities.com/universities/sichuan-university,China (Mainland),Chengdu,Asia,https://www.topuniversities.com/sites/default/files/sichuan-university_885_small.jpg,Public,Very High,16,2.71,XL,3.17
South China University of Technology,2017,551-600,,https://www.topuniversities.com/universities/south-china-university-technology,China (Mainland),Guangzhou,Asia,https://www.topuniversities.com/sites/default/files/south-china-university-of-technology_887_small.jpg,Public,Very High,14,1.69,XL,3.01
Southern Federal University,2017,551-600,,https://www.topuniversities.com/universities/southern-federal-university,Russia,Rostov-on-Don,Europe,https://www.topuniversities.com/sites/default/files/southern-federal-university_592560cf2aeae70239af5301_small.jpg,Public,Very High,7,2.91,L,2.63
Syracuse University,2017,551-600,,https://www.topuniversities.com/universities/syracuse-university,United States of America,Syracuse,North America,https://www.topuniversities.com/sites/default/files/syracuse-university_812_small.jpg,Private,Very High,14,3.57,L,1.37
TU Dortmund University,2017,551-600,,https://www.topuniversities.com/universities/tu-dortmund-university,Germany,Dortmund,Europe,https://www.topuniversities.com/sites/default/files/tu-dortmund-university_592560cf2aeae70239af4b24_small.jpg,Public,Very High,11,2.41,L,2.14
Tokyo University of Agriculture and Technology ,2017,551-600,,https://www.topuniversities.com/universities/tokyo-university-agriculture-technology,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/tokyo-university-of-agriculture-and-technology_1030_small.jpg,Public,Very High,15,335.00,M,388.00
UniversitÃ  degli Studi di Pavia,2017,551-600,,https://www.topuniversities.com/universities/universita-degli-studi-di-pavia,Italy,Pavia,Europe,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-pavia_592560cf2aeae70239af4c70_small.jpg,Public,Very High,17,1.75,L,981.00
University of Bradford,2017,551-600,,https://www.topuniversities.com/universities/university-bradford,United Kingdom,Bradford,Europe,https://www.topuniversities.com/sites/default/files/university-of-bradford_592560cf2aeae70239af4ac5_small.jpg,Public,Very High,17,2.27,M,500.00
University of Canberra ,2017,551-600,,https://www.topuniversities.com/universities/university-canberra,Australia,Bruce,Oceania,https://www.topuniversities.com/sites/default/files/university-of-canberra_844_small.jpg,Public,Very High,27,3.13,M,395.00
University of Cincinnati,2017,551-600,,https://www.topuniversities.com/universities/university-cincinnati,United States of America,Cincinnati,North America,https://www.topuniversities.com/sites/default/files/university-of-cincinnati_129_small.jpg,Public,Very High,11,2.80,XL,2.76
University of Hull,2017,551-600,,https://www.topuniversities.com/universities/university-hull,United Kingdom,Hull,Europe,https://www.topuniversities.com/sites/default/files/university-of-hull_592560cf2aeae70239af4b93_small.jpg,Public,High,13,2.41,L,996.00
University of Jordan,2017,551-600,,https://www.topuniversities.com/universities/university-jordan,Jordan,Amman,Asia,https://www.topuniversities.com/sites/default/files/university-of-jordan_592560cf2aeae70239af533b_small.jpg,Public,High,14,4.85,XL,2.19
University of Massachusetts Boston,2017,551-600,,https://www.topuniversities.com/universities/university-massachusetts-boston,United States of America,Boston,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-boston_592560cf2aeae70239af566b_small.jpg,Public,Very High,15,1.53,L,838.00
"University of Missouri, Columbia",2017,551-600,,https://www.topuniversities.com/universities/university-missouri-columbia,United States of America,Columbia,North America,https://www.topuniversities.com/sites/default/files/university-of-missouri-columbia_409_small.jpg,Public,Very High,10,1.27,L,2.60
University of Oregon,2017,551-600,,https://www.topuniversities.com/universities/university-oregon,United States of America,Eugene,North America,https://www.topuniversities.com/sites/default/files/university-of-oregon_592560cf2aeae70239af4c58_small.jpg,Public,Very High,13,1.74,L,1.58
University of Science and Technology Beijing,2017,551-600,,https://www.topuniversities.com/universities/university-science-technology-beijing,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-beijing_2004_small.jpg,Public,Very High,15,818.00,L,1.61
University of South Carolina,2017,551-600,,https://www.topuniversities.com/universities/university-south-carolina,United States of America,Columbia,North America,https://www.topuniversities.com/sites/default/files/university-of-south-carolina_539_small.jpg,Public,Very High,15,1.53,XL,2.17
University of Tehran,2017,551-600,,https://www.topuniversities.com/universities/university-tehran,"Iran, Islamic Republic of",Tehran,Asia,https://www.topuniversities.com/sites/default/files/university-of-tehran_699_small.jpg,Public,Very High,21,787.00,XL,2.12
University of Ulsan ,2017,551-600,,https://www.topuniversities.com/universities/university-ulsan,South Korea,Ulsan,Asia,https://www.topuniversities.com/sites/default/files/university-of-ulsan_1111_small.jpg,Private,Very High,8,571.00,L,1.58
University of Vermont,2017,551-600,,https://www.topuniversities.com/universities/university-vermont,United States of America,Burlington,North America,https://www.topuniversities.com/sites/default/files/university-of-vermont_808_small.jpg,Public,High,8,546.00,L,1.49
 Western Sydney University,2017,551-600,,https://www.topuniversities.com/universities/western-sydney-university,Australia,Milperra,Oceania,https://www.topuniversities.com/sites/default/files/western-sydney-university_848_small.jpg,Public,High,22,7.12,XL,1.62
